4.370219707489013672e-01,7.403244972229003906e-01,1.000000047497451305e-03,2.823325991630554199e-01,1.667558997869491577e-01,7.233859598636627197e-02,2.062602192163467407e-01,3.255607485771179199e-01,3.767674863338470459e-01,5.588167309761047363e-01,4.391945004463195801e-01,7.052195072174072266e-01,1.844522356986999512e-01,8.581174612045288086e-01,7.387593388557434082e-03,6.504675149917602539e-01,3.973048329353332520e-01,5.386898517608642578e-01,1.603869497776031494e-01,1.781014800071716309e-01,8.207445740699768066e-01,9.482616186141967773e-01,3.334241509437561035e-01,6.723226308822631836e-01,8.563891649246215820e-01,9.146066308021545410e-01,6.504421681165695190e-02,5.905478447675704956e-02,1.498304158449172974e-01,8.981424570083618164e-01,1.183468326926231384e-01,4.011076390743255615e-01,9.378895759582519531e-01,5.531652569770812988e-01,7.118771076202392578e-01,3.355156183242797852e-01,6.665009260177612305e-01,8.546256422996520996e-01,1.000000047497451305e-03,7.701442837715148926e-01,9.990000128746032715e-01,7.281656861305236816e-01,3.004439771175384521e-01,8.092793226242065430e-01,8.322601020336151123e-02,4.278935492038726807e-01,8.885955214500427246e-01,3.136141300201416016e-01,2.677753567695617676e-01,1.100285798311233521e-01,1.000000047497451305e-03,6.988354921340942383e-01,1.916280984878540039e-01,2.855466306209564209e-01,5.115731358528137207e-01,3.336254507303237915e-02,5.541176199913024902e-01,1.267285645008087158e-01,6.093055009841918945e-01,7.197583317756652832e-01,1.223344281315803528e-01,3.940559923648834229e-01,7.144001126289367676e-01,4.341792464256286621e-01,6.995345652103424072e-02,5.558964014053344727e-01,6.437946557998657227e-01,5.348891019821166992e-01,9.245947599411010742e-01,6.065550446510314941e-01,9.234018921852111816e-01
2.074747383594512939e-01,2.092763781547546387e-01,8.773912191390991211e-01,3.276768922805786133e-01,2.353542298078536987e-01,8.575086593627929688e-01,4.177657961845397949e-01,8.208120465278625488e-01,6.559980511665344238e-01,9.533060193061828613e-01,6.936721205711364746e-01,8.209423422813415527e-01,2.788984179496765137e-01,1.999278664588928223e-01,8.258863091468811035e-01,3.580912649631500244e-01,8.948401212692260742e-01,5.934415459632873535e-01,6.916956305503845215e-01,4.474598914384841919e-02,9.990000128746032715e-01,3.799121975898742676e-01,6.483895182609558105e-01,3.381368815898895264e-01,1.670269370079040527e-01,9.733794331550598145e-01,5.036795735359191895e-01,1.000000047497451305e-03,5.471450090408325195e-01,3.966448307037353516e-01,5.970580577850341797e-01,9.559420347213745117e-01,2.872698307037353516e-01,9.785350561141967773e-01,6.933600306510925293e-01,8.582123368978500366e-02,8.594372868537902832e-01,7.608968615531921387e-01,9.273229241371154785e-01,2.423405498266220093e-01,2.071357816457748413e-01,9.990000128746032715e-01,7.668181061744689941e-01,1.360001713037490845e-01,6.854631304740905762e-01,6.838762760162353516e-01,8.530246019363403320e-01,7.815247178077697754e-01,1.942709982395172119e-01,1.000000047497451305e-03,1.000000047497451305e-03,9.830647706985473633e-02,1.762110292911529541e-01,7.900280356407165527e-01,6.088309884071350098e-01,4.828220605850219727e-01,9.120308160781860352e-01,5.417332798242568970e-02,3.491836190223693848e-01,6.557592153549194336e-01,9.990000128746032715e-01,4.910302758216857910e-01,8.864727616310119629e-02,8.706325888633728027e-01,3.029742240905761719e-01,8.771051168441772461e-01,3.178607225418090820e-01,9.335417747497558594e-01,6.771216988563537598e-01,6.262401938438415527e-01,2.064552605152130127e-01
1.000000047497451305e-03,2.213435024023056030e-01,1.000000047497451305e-03,2.074941694736480713e-01,3.257092833518981934e-01,6.129890680313110352e-01,6.597169041633605957e-01,1.000000047497451305e-03,1.000000047497451305e-03,9.990000128746032715e-01,6.681003570556640625e-01,3.032931983470916748e-01,1.523256897926330566e-01,6.438259482383728027e-01,9.542944282293319702e-02,4.813590049743652344e-01,8.700200915336608887e-01,7.468289136886596680e-01,1.398477107286453247e-01,3.937698006629943848e-01,5.199558138847351074e-01,7.289810180664062500e-01,2.567914426326751709e-01,1.185761839151382446e-01,1.000000047497451305e-03,5.863450169563293457e-01,5.063295364379882812e-01,6.688513159751892090e-01,2.173624336719512939e-01,9.990000128746032715e-01,4.797453284263610840e-01,2.801412642002105713e-01,4.509482979774475098e-01,8.453343510627746582e-01,7.692328095436096191e-01,3.649194538593292236e-01,1.000000047497451305e-03,4.700841009616851807e-01,5.297176241874694824e-01,3.101739585399627686e-01,8.527554869651794434e-01,1.000000047497451305e-03,3.603149950504302979e-01,7.047546505928039551e-01,9.343425929546356201e-02,5.394609570503234863e-01,4.246703982353210449e-01,9.990000128746032715e-01,1.632967442274093628e-01,1.659611016511917114e-01,6.350660324096679688e-01,8.721779584884643555e-01,9.990000128746032715e-01,8.319721817970275879e-01,1.000000047497451305e-03,1.343620270490646362e-01,5.167784690856933594e-01,8.490164279937744141e-01,9.990000128746032715e-01,6.566531062126159668e-01,9.990000128746032715e-01,5.415663123130798340e-01,4.900076091289520264e-01,5.859906077384948730e-01,7.043104171752929688e-01,4.495480060577392578e-01,8.261815309524536133e-01,9.990000128746032715e-01,2.948757112026214600e-01,9.990000128746032715e-01,2.739556729793548584e-01
2.263295799493789673e-01,2.350792139768600464e-01,6.056620478630065918e-01,1.000000047497451305e-03,9.990000128746032715e-01,7.271155714988708496e-01,1.150189638137817383e-01,2.761962711811065674e-01,2.320636510848999023e-01,2.309968918561935425e-01,9.094905853271484375e-01,2.447367459535598755e-01,8.401075601577758789e-01,4.820142984390258789e-01,7.788320779800415039e-01,7.447345256805419922e-01,8.053923845291137695e-01,3.598803579807281494e-01,6.463467478752136230e-01,6.986036896705627441e-01,1.857188493013381958e-01,3.902536034584045410e-01,6.991102099418640137e-01,1.000000047497451305e-03,4.934815168380737305e-01,5.336762666702270508e-01,7.073606252670288086e-01,4.152446985244750977e-01,7.928888201713562012e-01,6.778571009635925293e-01,8.401019126176834106e-02,8.879291415214538574e-01,5.120312571525573730e-01,1.539092659950256348e-01,5.201935768127441406e-01,5.790689587593078613e-01,8.186018466949462891e-01,1.004020124673843384e-01,8.767592310905456543e-01,4.765802323818206787e-01,9.990000128746032715e-01,5.047162175178527832e-01,9.288457036018371582e-01,6.747114062309265137e-01,7.280761003494262695e-01,1.855762749910354614e-01,4.868334531784057617e-01,8.500216603279113770e-01,9.583137631416320801e-01,8.550820946693420410e-01,5.980573296546936035e-01,9.644793272018432617e-01,4.226809144020080566e-01,5.707888603210449219e-01,3.508740365505218506e-01,2.821028530597686768e-01,3.108114600181579590e-01,3.014796674251556396e-01,4.173838496208190918e-01,7.219192981719970703e-01,5.302472114562988281e-01,8.738021850585937500e-01,7.778007984161376953e-01,2.985698878765106201e-01,5.267009139060974121e-01,2.433463186025619507e-01,6.976389288902282715e-01,9.799981713294982910e-01,8.038420677185058594e-01,7.627196907997131348e-01,1.702082455158233643e-01
3.523665964603424072e-01,9.548978209495544434e-01,6.277145743370056152e-01,7.021611928939819336e-01,6.724884510040283203e-01,6.331426501274108887e-01,6.190115213394165039e-01,6.708840131759643555e-01,4.688580632209777832e-01,5.657097697257995605e-01,4.426888227462768555e-01,1.000000047497451305e-03,2.779242694377899170e-01,1.000000047497451305e-03,8.828172087669372559e-01,8.161283284425735474e-02,7.118588089942932129e-01,7.749617695808410645e-01,7.884131669998168945e-01,4.694945216178894043e-01,2.609714567661285400e-01,3.668801188468933105e-01,4.451719522476196289e-01,1.250399053096771240e-01,4.925119876861572266e-01,4.122697412967681885e-01,8.163056373596191406e-01,9.990000128746032715e-01,1.571182310581207275e-01,2.108913362026214600e-01,9.296271204948425293e-02,5.995841026306152344e-01,6.285857558250427246e-01,3.081943988800048828e-01,3.480334579944610596e-01,9.516717791557312012e-01,3.158488273620605469e-01,7.166849970817565918e-01,1.336660832166671753e-01,1.967275515198707581e-03,6.158569455146789551e-01,3.771410882472991943e-01,2.526716887950897217e-01,5.218062996864318848e-01,6.440100073814392090e-01,5.541374683380126953e-01,4.454555362462997437e-02,8.515277504920959473e-01,3.220490813255310059e-01,6.193517446517944336e-01,6.852961182594299316e-01,1.223304122686386108e-01,2.243625074625015259e-01,7.729224562644958496e-01,9.447095394134521484e-01,4.384406805038452148e-01,7.666083574295043945e-01,8.498060703277587891e-01,7.264071106910705566e-01,9.541153311729431152e-01,1.987434327602386475e-01,5.513043999671936035e-01,8.035168647766113281e-01,7.102407217025756836e-01,8.996151685714721680e-01,1.000000047497451305e-03,6.702388525009155273e-01,8.317285180091857910e-01,1.596983373165130615e-01,3.570691943168640137e-01,5.323033928871154785e-01
3.452974557876586914e-01,7.965886592864990234e-01,4.461462199687957764e-01,7.827494144439697266e-01,9.904717803001403809e-01,3.002483248710632324e-01,1.430058330297470093e-01,9.013084173202514648e-01,5.415593981742858887e-01,9.747403860092163086e-01,6.366044282913208008e-01,9.939129948616027832e-01,5.460708141326904297e-01,5.264259576797485352e-01,1.354279071092605591e-01,3.557051718235015869e-01,2.621856704354286194e-02,1.603951752185821533e-01,7.456371784210205078e-01,3.039968945086002350e-02,3.665430843830108643e-01,8.623462319374084473e-01,6.926777362823486328e-01,6.909421682357788086e-01,1.886367946863174438e-01,4.419042766094207764e-01,5.815774202346801758e-01,9.897516965866088867e-01,2.039062231779098511e-01,2.477329075336456299e-01,2.621730864048004150e-01,7.501724362373352051e-01,4.569753408432006836e-01,5.692943930625915527e-02,5.085162520408630371e-01,2.119601666927337646e-01,7.986042499542236328e-01,2.973313927650451660e-01,2.760601229965686798e-02,5.934324264526367188e-01,8.438404202461242676e-01,3.810161352157592773e-01,7.498583197593688965e-01,5.111414790153503418e-01,5.409517884254455566e-01,9.594343304634094238e-01,8.039609193801879883e-01,3.232306614518165588e-02,7.093872427940368652e-01,4.650014936923980713e-01,9.475489258766174316e-01,2.214327305555343628e-01,2.670720219612121582e-01,8.147396147251129150e-02,4.286188185214996338e-01,1.090187653899192810e-01,6.337867379188537598e-01,8.029632568359375000e-01,6.968004703521728516e-01,7.662113904953002930e-01,3.424541056156158447e-01,8.458514809608459473e-01,4.287687838077545166e-01,8.240098953247070312e-01,6.264961361885070801e-01,1.434230506420135498e-01,7.838690280914306641e-02,1.833264343440532684e-02,6.672500073909759521e-02,4.585838019847869873e-01,1.133419200778007507e-01
2.778334915637969971e-02,7.548614740371704102e-01,3.948504924774169922e-01,7.469384670257568359e-01,4.524048268795013428e-01,4.500867426395416260e-01,4.780724942684173584e-01,4.740039408206939697e-01,8.031633496284484863e-01,4.023925065994262695e-01,9.046861529350280762e-01,3.706104680895805359e-02,7.738743424415588379e-01,1.256413757801055908e-01,6.185135841369628906e-01,1.036426145583391190e-02,5.386272668838500977e-01,3.017956623807549477e-03,9.511938095092773438e-01,9.054020047187805176e-01,7.959669232368469238e-01,9.152743220329284668e-01,1.455582380294799805e-01,1.577300727367401123e-01,1.876316666603088379e-01,6.224958896636962891e-01,9.058095216751098633e-01,9.899551868438720703e-01,7.111224532127380371e-01,7.318004369735717773e-01,9.092931747436523438e-01,4.008737206459045410e-01,2.498506754636764526e-01,1.734301745891571045e-01,1.194570511579513550e-01,8.126105666160583496e-01,1.467923671007156372e-01,2.642974853515625000e-01,8.190891742706298828e-01,3.105872571468353271e-01,9.824174642562866211e-01,2.666386961936950684e-01,5.336533188819885254e-01,3.144670128822326660e-01,9.107728600502014160e-01,3.665566444396972656e-01,4.335923194885253906e-01,5.122926831245422363e-01,9.388864636421203613e-01,3.094900585711002350e-02,7.168786525726318359e-01,8.910189270973205566e-01,2.728722430765628815e-02,5.220512747764587402e-01,3.259898126125335693e-01,8.594893217086791992e-01,5.585165619850158691e-01,6.902278661727905273e-01,4.528535008430480957e-01,6.283090114593505859e-01,2.900968492031097412e-01,9.348577819764614105e-03,5.767559409141540527e-01,3.114442229270935059e-01,5.172675848007202148e-01,9.164058566093444824e-01,4.264747798442840576e-01,2.473960369825363159e-01,3.712937533855438232e-01,9.318611025810241699e-01,9.368683695793151855e-01
8.543299436569213867e-01,9.302064776420593262e-01,2.379003018140792847e-01,7.748220860958099365e-02,2.373097389936447144e-01,3.043766319751739502e-01,1.847658753395080566e-01,5.970941781997680664e-01,4.035864174365997314e-01,8.263515233993530273e-01,1.951304078102111816e-01,7.118765115737915039e-01,2.303556203842163086e-01,5.642191171646118164e-01,3.389876186847686768e-01,4.696439951658248901e-02,2.188136726617813110e-01,6.541025638580322266e-01,5.072500705718994141e-01,5.090159773826599121e-01,1.847201585769653320e-01,5.607158541679382324e-01,9.990000128746032715e-01,8.068351149559020996e-01,5.843726396560668945e-01,9.859890341758728027e-01,8.915625810623168945e-01,6.056079268455505371e-01,2.242632396519184113e-02,1.035770922899246216e-01,7.537171244621276855e-02,4.617331326007843018e-01,3.654348552227020264e-01,9.853500127792358398e-01,1.779832988977432251e-01,9.627876281738281250e-01,7.574748992919921875e-01,8.342378139495849609e-01,6.226158142089843750e-01,6.787327527999877930e-01,4.868823289871215820e-01,3.136357292532920837e-03,3.630060851573944092e-01,4.820718169212341309e-01,7.400912046432495117e-01,4.586283564567565918e-01,4.474049210548400879e-01,1.476627439260482788e-01,2.088873460888862610e-02,7.682782411575317383e-01,3.099528551101684570e-01,9.943834543228149414e-01,2.102342247962951660e-01,3.287080228328704834e-01,5.338961482048034668e-01,7.448914647102355957e-01,4.538577795028686523e-01,1.148225441575050354e-01,3.225013613700866699e-01,5.145191550254821777e-01,6.838489770889282227e-01,7.601499557495117188e-01,1.403357833623886108e-01,3.291513025760650635e-02,5.290822982788085938e-01,8.199887275695800781e-01,2.603767439723014832e-03,6.824698448181152344e-01,6.768082380294799805e-01,4.592467546463012695e-01,9.247886538505554199e-01
7.443609833717346191e-01,1.052398234605789185e-01,5.844283699989318848e-01,7.593178749084472656e-01,9.303994774818420410e-01,5.491542816162109375e-01,7.736983299255371094e-01,6.784994602203369141e-01,1.741197407245635986e-01,6.605299115180969238e-01,7.717297077178955078e-01,4.524295330047607422e-01,7.558284401893615723e-01,9.503745287656784058e-02,6.473209261894226074e-01,1.896027475595474243e-01,6.737993955612182617e-01,3.277374207973480225e-01,9.076983332633972168e-01,2.535349726676940918e-01,3.136931955814361572e-01,6.672846078872680664e-01,4.086418449878692627e-01,6.332451701164245605e-01,6.444732546806335449e-01,3.213966488838195801e-01,1.141120940446853638e-01,9.894789010286331177e-02,4.251835495233535767e-02,4.770824909210205078e-01,1.266278773546218872e-01,2.109204083681106567e-01,5.745640993118286133e-01,8.997764587402343750e-01,1.805295497179031372e-01,1.317022591829299927e-01,1.076256185770034790e-01,9.990000128746032715e-01,6.113145947456359863e-01,6.538845300674438477e-01,4.045178890228271484e-01,7.348541617393493652e-01,5.353058576583862305e-01,8.234562873840332031e-01,8.060517311096191406e-01,3.780314028263092041e-01,2.621012739837169647e-02,9.990000128746032715e-01,2.598336935043334961e-01,1.026020869612693787e-01,3.311818540096282959e-01,5.042018294334411621e-01,4.675148427486419678e-02,6.293190121650695801e-01,2.887450754642486572e-01,5.438957214355468750e-01,8.543058633804321289e-01,1.107323467731475830e-01,7.009541392326354980e-01,8.489282727241516113e-01,7.382186055183410645e-01,4.971274137496948242e-01,3.954821825027465820e-01,8.316063880920410156e-01,9.990000128746032715e-01,5.255613327026367188e-01,6.821818947792053223e-01,1.561410427093505859e-01,7.352716922760009766e-01,2.922500073909759521e-01,4.950967729091644287e-01
2.000810652971267700e-01,1.801036596298217773e-01,9.990000128746032715e-01,2.701542675495147705e-01,6.306973695755004883e-01,3.941163718700408936e-01,2.321611940860748291e-01,3.064540326595306396e-01,1.000000047497451305e-03,6.079216003417968750e-01,3.615494668483734131e-01,2.570616900920867920e-01,8.065344765782356262e-03,6.875519156455993652e-01,6.583893671631813049e-03,8.857089281082153320e-01,7.716114073991775513e-02,4.724051952362060547e-01,1.000000047497451305e-03,6.871163845062255859e-01,8.960592746734619141e-02,4.279040694236755371e-01,8.400774598121643066e-01,4.993149638175964355e-02,4.510872960090637207e-01,3.166171610355377197e-01,6.591961383819580078e-01,8.229150772094726562e-01,7.654901593923568726e-02,9.619664549827575684e-01,1.000000047497451305e-03,7.602370977401733398e-01,4.589039087295532227e-01,5.032203793525695801e-01,8.587468266487121582e-01,8.169289231300354004e-01,8.873262405395507812e-01,3.780849575996398926e-01,1.000000047497451305e-03,9.990000128746032715e-01,9.578970074653625488e-01,6.288509964942932129e-01,6.166886687278747559e-01,6.069563627243041992e-01,6.805296540260314941e-01,2.748760282993316650e-01,6.703225970268249512e-01,8.506242036819458008e-01,5.132113099098205566e-01,5.018658638000488281e-01,5.973080992698669434e-01,1.031128466129302979e-01,8.748965263366699219e-01,7.964166998863220215e-01,1.393156498670578003e-01,2.076720073819160461e-02,1.202839389443397522e-01,2.020967453718185425e-01,9.830284118652343750e-01,6.431663632392883301e-01,3.867115676403045654e-01,3.835470229387283325e-02,3.901443779468536377e-01,7.138710021972656250e-01,4.241384267807006836e-01,3.573602735996246338e-01,3.441171944141387939e-01,9.281352758407592773e-01,3.263482451438903809e-01,4.456987380981445312e-01,7.749714851379394531e-01
